Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Seattle,1683444,35074,109362,180098,235191,258452,118243,264233,61752,86209,172792,119734,42304,2013
Seattle,1608829,32583,122144,180346,231048,242543,111791,262410,55488,79220,154263,102565,34428,2011
Seattle,1664598,33043,110447,189453,230956,244838,119539,273173,59009,89584,160768,110279,43509,2012
Seattle,1736873,32335,104460,183776,230957,240933,127121,284636,75498,88272,178241,141464,49180,2014
Seattle,1963614,28034,120601,171418,240371,266895,137154,313021,80717,122837,237546,176227,68793,2019
Seattle,1571812,37721,121406,184555,222073,244067,109274,259778,54033,72107,140968,92938,32892,2010
Seattle,1872114,30031,110281,185242,228107,258379,130058,297577,75312,107368,219539,167985,62235,2017
"St. Louis,",1165009,32185,114025,141043,179586,185695,96138,174478,53464,48396,80878,38224,20897,2022
"St. Louis,",1307667,27800,115250,152005,196859,208648,104105,209252,49977,60144,109710,51591,22326,2017
"St. Louis,",1310504,27476,111702,167637,194826,218725,98297,195619,46771,62817,110740,55786,20108,2015
"St. Louis,",1274322,30245,107471,159261,193808,214324,95591,187251,48532,54542,111703,53268,18326,2014
"St. Louis,",1325342,30345,114830,154827,193057,212010,105230,196606,57639,65161,116254,55497,23886,2018
"St. Louis,",1256594,35223,119613,166086,197922,192329,92376,190715,41549,58002,94029,49714,19036,2010
"St. Louis,",1260056,36561,109390,161397,190499,219899,92221,182042,44103,53613,102103,48349,19879,2011
"St. Louis,",1263271,31420,112463,161811,191043,207669,92128,193133,48849,56705,93348,52760,21942,2012
"St. Louis,",1228194,34639,107032,152165,203795,194215,104110,180315,49231,51895,86577,45084,19136,2023
"St. Louis,",1323479,26350,109128,154326,202181,215261,108905,209229,56141,60078,107209,51303,23368,2019
"St. Louis,",1109252,26611,96511,140736,182176,188409,96563,156944,47697,45042,77174,35418,15971,2021
"St. Louis,",1275535,30876,102605,166947,193630,208275,99301,195763,48508,56520,105900,48099,19111,2013
"St. Louis,",1304258,28316,109237,161220,196863,213247,100413,197038,50283,58969,106614,59092,22966,2016
Tampa,1266517,23810,100548,169015,183696,198475,75184,184961,44088,59422,120409,78832,28077,2016
Tampa,1241779,26520,91105,143126,182762,183671,84540,187927,44060,58459,123758,84535,31316,2022
Tampa,1131800,25248,98596,161576,177260,173215,76170,174551,32574,41427,97652,51234,22297,2010
Tampa,1127587,26867,91794,140996,181408,178580,75185,182773,39843,43755,96351,52785,17250,2011
Tampa,1151281,21288,94816,146288,186868,187005,80496,172241,36561,44315,105892,54391,21120,2012
Tampa,1200123,27952,105890,147598,178564,196966,80226,177414,38509,51325,109966,64783,20930,2013
Tampa,1216314,24279,94335,156212,183198,186013,82112,187977,43568,54911,109812,71503,22394,2014
Tampa,1295172,29239,91740,142865,193059,161938,94917,200147,48295,69061,130759,93382,39770,2023
Tampa,1299297,26481,93015,154417,192908,196458,82572,203648,43554,61140,130055,85693,29356,2017
Tampa,1246197,25024,101068,156978,189228,198828,79590,180135,39698,50544,119963,76725,28416,2015
Tampa,1334616,26034,105622,159164,190992,188917,90831,213179,46279,60032,136638,89337,27591,2018
Tampa,1360550,24555,101286,162866,191272,205353,87793,202152,49979,62592,144335,94585,33782,2019
Tampa,1191597,28556,97521,142135,183302,174560,78879,181380,45144,54303,118830,64795,22192,2021
Washington,3065253,35660,148916,249223,336454,367396,180307,468867,126091,183143,422173,406274,140749,2016
Washington,3059053,39620,148044,254913,340428,366011,178436,469589,126860,183787,422734,395013,133618,2015
Washington,2545435,43903,133824,229809,304127,313082,175443,402300,114445,145075,324951,275898,82578,2022
Washington,2993036,39064,145386,234705,331826,365767,175251,469209,126829,183577,404363,385867,131192,2014
Washington,3144623,36290,142879,245461,345121,368162,197315,490559,130604,195844,442797,407906,141685,2018
Washington,2962993,39331,141581,247245,339734,358103,176906,472158,119118,173476,405083,362716,127542,2013
Washington,2915564,34777,152135,237904,319220,368912,161915,477952,111811,170250,395596,360237,124855,2012
Washington,3160911,34966,150905,245157,334371,358795,189041,484723,134720,195810,454508,426333,151582,2019
Washington,2831822,39499,143262,226965,323180,336504,155138,439638,107353,167883,404210,364094,124096,2011
Washington,2788202,45593,141381,223829,300021,359532,158750,445852,111109,162049,371334,351094,117658,2010
Washington,2217836,40707,128785,211878,265037,295652,156239,359005,98151,132473,265734,199482,64693,2021
Washington,3123186,35985,147596,253364,341574,358394,187247,475592,137352,190337,449549,397825,148371,2017
Washington,2652851,38661,133196,231130,315376,332570,184077,395255,122738,168403,359238,283942,88265,2023
